land,year,metric_type,value
Eastern Europe,2019,Arable land (thousand hectares),193623.0
Eastern Europe,2019,Permanent crops (thousand hectares),4126.0
Eastern Europe,2019,Forest cover (thousand hectares),861071.0
Eastern Europe,2019,Arable land (% of total land area),10.7
Eastern Europe,2019,Permanent crops (% of total land area),0.2
Eastern Europe,2019,Forest cover (% of total land area),47.7
Northern Europe,2005,Land area (thousand hectares),169770.0
Northern Europe,2005,Arable land (thousand hectares),18775.0
Northern Europe,2005,Permanent crops (thousand hectares),133.0
Northern Europe,2005,Forest cover (thousand hectares),74561.0
Northern Europe,2005,Arable land (% of total land area),11.1
Northern Europe,2005,Permanent crops (% of total land area),0.1
Northern Europe,2005,Forest cover (% of total land area),43.9
Northern Europe,2010,Land area (thousand hectares),169701.0
Northern Europe,2010,Arable land (thousand hectares),18630.0
Northern Europe,2010,Permanent crops (thousand hectares),109.0
Northern Europe,2010,Forest cover (thousand hectares),74710.0
Northern Europe,2010,Arable land (% of total land area),11.0
Northern Europe,2010,Permanent crops (% of total land area),0.1
Northern Europe,2010,Forest cover (% of total land area),44.0
Northern Europe,2019,Land area (thousand hectares),169844.0
Northern Europe,2019,Arable land (thousand hectares),18882.0
Northern Europe,2019,Permanent crops (thousand hectares),133.0
Northern Europe,2019,Forest cover (thousand hectares),75249.0
Northern Europe,2019,Arable land (% of total land area),11.1
Northern Europe,2019,Permanent crops (% of total land area),0.1
Northern Europe,2019,Forest cover (% of total land area),44.3
Southern Europe,2005,Land area (thousand hectares),129817.0
Southern Europe,2005,Arable land (thousand hectares),31212.0
Southern Europe,2005,Permanent crops (thousand hectares),10045.0
Southern Europe,2005,Forest cover (thousand hectares),43850.0
Southern Europe,2005,Arable land (% of total land area),24.0
Southern Europe,2005,Permanent crops (% of total land area),7.7
Southern Europe,2005,Forest cover (% of total land area),33.8
Southern Europe,2010,Land area (thousand hectares),129792.0
Southern Europe,2010,Arable land (thousand hectares),29255.0
Southern Europe,2010,Permanent crops (thousand hectares),9685.0
Southern Europe,2010,Forest cover (thousand hectares),45297.0
Southern Europe,2010,Arable land (% of total land area),22.5
Southern Europe,2010,Permanent crops (% of total land area),7.5
Southern Europe,2010,Forest cover (% of total land area),34.9
Southern Europe,2019,Land area (thousand hectares),129748.0
Southern Europe,2019,Arable land (thousand hectares),27430.0
Southern Europe,2019,Permanent crops (thousand hectares),9800.0
Southern Europe,2019,Forest cover (thousand hectares),46015.0
Southern Europe,2019,Arable land (% of total land area),21.1
Southern Europe,2019,Permanent crops (% of total land area),7.6
Southern Europe,2019,Forest cover (% of total land area),35.5
Western Europe,2005,Land area (thousand hectares),108513.0
Western Europe,2005,Arable land (thousand hectares),34085.0
Western Europe,2005,Permanent crops (thousand hectares),1453.0
Western Europe,2005,Forest cover (thousand hectares),33441.0
Western Europe,2005,Arable land (% of total land area),31.4
Western Europe,2005,Permanent crops (% of total land area),1.3
Western Europe,2005,Forest cover (% of total land area),30.8
Western Europe,2010,Land area (thousand hectares),108491.0
Western Europe,2010,Arable land (thousand hectares),33836.0
Western Europe,2010,Permanent crops (thousand hectares),1359.0
Western Europe,2010,Forest cover (thousand hectares),34085.0
Western Europe,2010,Arable land (% of total land area),31.2
Western Europe,2010,Permanent crops (% of total land area),1.3
Western Europe,2010,Forest cover (% of total land area),31.4
Western Europe,2019,Land area (thousand hectares),108567.0
Western Europe,2019,Arable land (thousand hectares),33435.0
Western Europe,2019,Permanent crops (thousand hectares),1365.0
Western Europe,2019,Forest cover (thousand hectares),34903.0
Western Europe,2019,Arable land (% of total land area),30.8
Western Europe,2019,Permanent crops (% of total land area),1.3
Western Europe,2019,Forest cover (% of total land area),32.1
Oceania,2005,Land area (thousand hectares),848636.0
Oceania,2005,Arable land (thousand hectares),27326.0
Oceania,2005,Permanent crops (thousand hectares),1420.0
Oceania,2005,Forest cover (thousand hectares),182172.0
Oceania,2005,Arable land (% of total land area),3.2
Oceania,2005,Permanent crops (% of total land area),0.2
Oceania,2005,Forest cover (% of total land area),21.5
Oceania,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),24.51
Oceania,2010,Land area (thousand hectares),848636.0
Oceania,2010,Arable land (thousand hectares),26505.0
Oceania,2010,Permanent crops (thousand hectares),1720.0
Oceania,2010,Forest cover (thousand hectares),181015.0
Oceania,2010,Arable land (% of total land area),3.1
Oceania,2010,Permanent crops (% of total land area),0.2
Oceania,2010,Forest cover (% of total land area),21.3
Oceania,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),30.23
Oceania,2019,Land area (thousand hectares),849608.0
Oceania,2019,Arable land (thousand hectares),31699.0
Oceania,2019,Permanent crops (thousand hectares),1565.0
Oceania,2019,Forest cover (thousand hectares),185249.0
Oceania,2019,Arable land (% of total land area),3.7
Oceania,2019,Permanent crops (% of total land area),0.2
Oceania,2019,Forest cover (% of total land area),21.8
Oceania,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),35.33
Oceania,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),35.33
Australia and New Zealand,2005,Land area (thousand hectares),794565.0
Australia and New Zealand,2005,Arable land (thousand hectares),26827.0
Australia and New Zealand,2005,Permanent crops (thousand hectares),403.0
Australia and New Zealand,2005,Forest cover (thousand hectares),140530.0
Australia and New Zealand,2005,Arable land (% of total land area),3.4
Australia and New Zealand,2005,Permanent crops (% of total land area),0.1
Australia and New Zealand,2005,Forest cover (% of total land area),17.7
Australia and New Zealand,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),40.25
Australia and New Zealand,2010,Land area (thousand hectares),794565.0
Australia and New Zealand,2010,Arable land (thousand hectares),25949.0
Australia and New Zealand,2010,Permanent crops (thousand hectares),589.0
Australia and New Zealand,2010,Forest cover (thousand hectares),139395.0
Australia and New Zealand,2010,Arable land (% of total land area),3.3
Australia and New Zealand,2010,Permanent crops (% of total land area),0.1
Australia and New Zealand,2010,Forest cover (% of total land area),17.5
Australia and New Zealand,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),46.09
Australia and New Zealand,2019,Land area (thousand hectares),795537.0
Australia and New Zealand,2019,Arable land (thousand hectares),31119.0
Australia and New Zealand,2019,Permanent crops (thousand hectares),421.0
Australia and New Zealand,2019,Forest cover (thousand hectares),143871.0
Australia and New Zealand,2019,Arable land (% of total land area),3.9
Australia and New Zealand,2019,Permanent crops (% of total land area),0.1
Australia and New Zealand,2019,Forest cover (% of total land area),18.1
Australia and New Zealand,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),54.2
Australia and New Zealand,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),54.2
Melanesia,2005,Land area (thousand hectares),52959.0
Melanesia,2005,Arable land (thousand hectares),453.0
Melanesia,2005,Permanent crops (thousand hectares),873.0
Melanesia,2005,Forest cover (thousand hectares),41083.0
Melanesia,2005,Arable land (% of total land area),0.9
Melanesia,2005,Permanent crops (% of total land area),1.6
Melanesia,2005,Forest cover (% of total land area),77.6
Melanesia,2010,Land area (thousand hectares),52959.0
Melanesia,2010,Arable land (thousand hectares),511.0
Melanesia,2010,Permanent crops (thousand hectares),994.0
Melanesia,2010,Forest cover (thousand hectares),41064.0
Melanesia,2010,Arable land (% of total land area),1.0
Melanesia,2010,Permanent crops (% of total land area),1.9
Melanesia,2010,Forest cover (% of total land area),77.5
Melanesia,2019,Land area (thousand hectares),52959.0
Melanesia,2019,Arable land (thousand hectares),511.0
Melanesia,2019,Permanent crops (thousand hectares),1003.0
Melanesia,2019,Forest cover (thousand hectares),40827.0
Melanesia,2019,Arable land (% of total land area),1.0
Melanesia,2019,Permanent crops (% of total land area),1.9
Melanesia,2019,Forest cover (% of total land area),77.1
Micronesia,2005,Land area (thousand hectares),317.0
Micronesia,2005,Arable land (thousand hectares),10.0
Micronesia,2005,Permanent crops (thousand hectares),70.0
Micronesia,2005,Forest cover (thousand hectares),170.0
Micronesia,2005,Arable land (% of total land area),3.1
Micronesia,2005,Permanent crops (% of total land area),22.2
Micronesia,2005,Forest cover (% of total land area),53.6
Micronesia,2010,Land area (thousand hectares),317.0
Micronesia,2010,Arable land (thousand hectares),8.0
Micronesia,2010,Permanent crops (thousand hectares),69.0
Micronesia,2010,Forest cover (thousand hectares),170.0
Micronesia,2010,Arable land (% of total land area),2.4
Micronesia,2010,Permanent crops (% of total land area),21.7
Micronesia,2010,Forest cover (% of total land area),53.5
Micronesia,2019,Land area (thousand hectares),317.0
Micronesia,2019,Arable land (thousand hectares),7.0
Micronesia,2019,Permanent crops (thousand hectares),65.0
Micronesia,2019,Forest cover (thousand hectares),169.0
Micronesia,2019,Arable land (% of total land area),2.3
Micronesia,2019,Permanent crops (% of total land area),20.5
Micronesia,2019,Forest cover (% of total land area),53.2
Polynesia,2005,Land area (thousand hectares),795.0
Polynesia,2005,Arable land (thousand hectares),36.0
Polynesia,2005,Permanent crops (thousand hectares),73.0
Polynesia,2005,Forest cover (thousand hectares),389.0
Polynesia,2005,Arable land (% of total land area),4.5
Polynesia,2005,Permanent crops (% of total land area),9.2
Polynesia,2005,Forest cover (% of total land area),49.0
Polynesia,2010,Land area (thousand hectares),795.0
Polynesia,2010,Arable land (thousand hectares),38.0
Polynesia,2010,Permanent crops (thousand hectares),69.0
Polynesia,2010,Forest cover (thousand hectares),387.0
Polynesia,2010,Arable land (% of total land area),4.8
Polynesia,2010,Permanent crops (% of total land area),8.7
Polynesia,2010,Forest cover (% of total land area),48.7
Polynesia,2019,Land area (thousand hectares),795.0
Polynesia,2019,Arable land (thousand hectares),61.0
Polynesia,2019,Permanent crops (thousand hectares),77.0
Polynesia,2019,Forest cover (thousand hectares),383.0
Polynesia,2019,Arable land (% of total land area),7.7
Polynesia,2019,Permanent crops (% of total land area),9.7
Polynesia,2019,Forest cover (% of total land area),48.1
Afghanistan,2005,Land area (thousand hectares),65223.0
Afghanistan,2005,Arable land (thousand hectares),7805.0
Afghanistan,2005,Permanent crops (thousand hectares),105.0
Afghanistan,2005,Forest cover (thousand hectares),1208.0
Afghanistan,2005,Arable land (% of total land area),12.0
Afghanistan,2005,Permanent crops (% of total land area),0.2
Afghanistan,2005,Forest cover (% of total land area),1.9
Afghanistan,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0
Afghanistan,2010,Land area (thousand hectares),65223.0
Afghanistan,2010,Arable land (thousand hectares),7793.0
Afghanistan,2010,Permanent crops (thousand hectares),118.0
Afghanistan,2010,Forest cover (thousand hectares),1208.0
Afghanistan,2010,Arable land (% of total land area),11.9
Afghanistan,2010,Permanent crops (% of total land area),0.2
Afghanistan,2010,Forest cover (% of total land area),1.9
